year,manufacturer,recall_count
1966,CLARK EQUIP. COMPANY,2
1966,"Chrysler (FCA US, LLC)",14
1966,Ford Motor Company,11
1966,"General Motors, LLC",16
1966,Honda (American Honda Motor Co.),2
1966,INTERNATIONAL TRUCK & ENGINE CORPORATION,4
1966,"Jaguar Cars, Ltd.",1
1966,"Mercedes-Benz USA, LLC",1
1966,"RENAULT, INCORPORATED",1
1966,"Rolls-Royce Motor Cars, Ltd.",4
1966,"Volkswagen Group of America, Inc.",2
1967,"BMW of North America, LLC",1
1967,CHRYSLER CORP-OVERSEAS,1
1967,CLARK EQUIP. COMPANY,4
1967,"Chrysler (FCA US, LLC)",47
1967,FREIGHTLINER LLC,2
1967,Ford Motor Company,13
1967,GEN MTRS CORP-OVERSEAS,2
1967,"General Motors, LLC",28
1967,Harley-Davidson Motor Company,1
1967,INTERNATIONAL TRUCK & ENGINE CORPORATION,15
1967,JAGUAR ROVER TRIUMPH INC.,3
1967,"Mack Trucks, Inc.",2
1967,"Mercedes-Benz USA, LLC",2
1967,"Nissan North America, Inc.",1
1967,"Porsche Cars North America, Inc.",1
1967,"RENAULT, INCORPORATED",1
1967,"Rolls-Royce Motor Cars, Ltd.",3
1967,"SAAB CARS USA, INC.",1
1967,"SHELBY AUTOMOBILES, INC.",1
1967,SUPERIOR COACH DIV,1
1967,Toyota Motor Corporation,1
1967,"Volkswagen Group of America, Inc.",9
1967,WHITE MOTOR CORPORATION,3
1968,"ALFA ROMEO, INCORPORATED",2
1968,"AUSTIN ROVER CARS NA, INC",1
1968,"BMW of North America, LLC",2
1968,Blue Bird Body Company,1
1968,CHRYSLER CORP-OVERSEAS,1
1968,CLARK EQUIP. COMPANY,4
1968,"Chrysler (FCA US, LLC)",33
1968,"FIAT MOTORS OF N.A., INC.",1
1968,FREIGHTLINER LLC,3
1968,FRUEHAUF CORPORATION,1
1968,Ford Motor Company,10
1968,"GARWOOD IND., INC.",1
1968,GRUMMAN FLXIBLE CORP.,1
1968,"General Motors, LLC",18
1968,Harley-Davidson Motor Company,5
1968,Honda (American Honda Motor Co.),3
1968,INTERNATIONAL TRUCK & ENGINE CORPORATION,8
1968,JAGUAR ROVER TRIUMPH INC.,2
1968,"Jaguar Cars, Ltd.",1
1968,"Mack Trucks, Inc.",9
1968,"Mercedes-Benz USA, LLC",2
1968,Motor Coach Industries,1
1968,"Nissan North America, Inc.",3
1968,PACCAR Incorporated,3
1968,PETERBILT MOTOR COMPANY,1
1968,"PRF INDUSTRIES, INC.",1
1968,"SAAB CARS USA, INC.",1
1968,SHELLER-GLOBE CORPORATION,1
1968,Toyota Motor Corporation,1
1968,"ULTRA, INC.",1
1968,"Volkswagen Group of America, Inc.",6
1968,"Volvo Car USA, LLC",2
1968,WHITE MOTOR CORPORATION,7
1969,"ALFA ROMEO, INCORPORATED",1
1969,"ALGAR ENTERPRISES, INC.",1
1969,"AMERICAN TRAILERS, INC.",1
1969,AVANTI MOTOR CORPORATION,1
1969,BENDIX CORPORATION,1
1969,Blue Bird Body Company,1
1969,CHECKER MOTORS CORP.,2
1969,CLARK EQUIP. COMPANY,4
1969,COMET CORPORATION,1
1969,COOK BROS. EQUIP. COMPANY,1
1969,"Chrysler (FCA US, LLC)",38
1969,DUNLOP TIRE CORPORATION,2
1969,EAGLE TRAILERS INC,1
1969,"FIAT MOTORS OF N.A., INC.",2
1969,FLXIBLE CORPORATION,3
1969,FREIGHTLINER LLC,4
1969,FRUEHAUF CORPORATION,1
1969,FWD CORPORATION,1
1969,Ford Motor Company,11
1969,"GARWOOD IND., INC.",1
1969,GEN MTRS CORP-OVERSEAS,3
1969,GENERAL TIRE & RUBBER CO.,1
1969,"General Motors, LLC",20
1969,"HIGHWAY TRAILER IND.,INC.",3
1969,Harley-Davidson Motor Company,1
1969,Honda (American Honda Motor Co.),1
1969,INTERNATIONAL TRUCK & ENGINE CORPORATION,14
1969,JAGUAR ROVER TRIUMPH INC.,4
1969,Lotus Cars Limited,1
1969,"Mack Trucks, Inc.",6
1969,"Mercedes-Benz USA, LLC",2
1969,Motor Coach Industries,2
1969,"Nissan North America, Inc.",5
1969,Oshkosh Corporation,2
1969,PACCAR Incorporated,6
1969,PETERBILT MOTOR COMPANY,2
1969,"Porsche Cars North America, Inc.",3
1969,"RENAULT, INCORPORATED",2
1969,"Rolls-Royce Motor Cars, Ltd.",1
1969,"SAAB CARS USA, INC.",2
1969,"SHELBY AUTOMOBILES, INC.",2
1969,"SS AUTOS, INC.",1
1969,SUPERIOR COACH DIV,1
1969,"Strick Trailers, LLC",2
1969,"Subaru of America, Inc.",1
1969,Toyota Motor Corporation,7
1969,"Volvo Car USA, LLC",5
1969,WAYNE ENGINEERING CORPORATION,1
1969,WHITE MOTOR CORPORATION,6
1969,Yokohama Tire Corporation,2
1970,"ALFA ROMEO, INCORPORATED",1
1970,AM HOIST & DERRICK CO.,1
1970,"BMW of North America, LLC",1
1970,BROCKWAY MOTOR TRUCKS,2
1970,BSA MOTORCYCLE CORP.,1
1970,CHECKER MOTORS CORP.,2
1970,CHRYSLER CORP-OVERSEAS,3
1970,CLARK EQUIP. COMPANY,3
1970,"Chrysler (FCA US, LLC)",34
1970,EAGLE TRAILERS INC,1
1970,"FIAT MOTORS OF N.A., INC.",4
1970,"FIREBALL IND., INC.",1
1970,"FLEETWOOD ENTERPRISES, INC.",1
1970,FLXIBLE CORPORATION,2
1970,FREIGHTLINER LLC,1
1970,FRUEHAUF CORPORATION,1
1970,Ford Motor Company,10
1970,GATES,1
1970,"General Motors, LLC",19
1970,"Gillig, LLC",1
1970,Goodyear Tire & Rubber Company,3
1970,Harley-Davidson Motor Company,1
1970,Honda (American Honda Motor Co.),1
1970,INTERNATIONAL TRUCK & ENGINE CORPORATION,8
1970,JAGUAR ROVER TRIUMPH INC.,3
1970,Land Rover,1
1970,MANSFIELD,1
1970,"Mack Trucks, Inc.",1
1970,"Mercedes-Benz USA, LLC",3
1970,NORTON/TRIUMPH CORP.,1
1970,"Nissan North America, Inc.",3
1970,PACCAR Incorporated,1
1970,PETERBILT MOTOR COMPANY,1
1970,"PEUGEOT, INC.",1
1970,"PRF INDUSTRIES, INC.",1
1970,"PULLMAN, INCORPORATED",1
1970,"Porsche Cars North America, Inc.",6
1970,"SAAB CARS USA, INC.",6
1970,SHELLER-GLOBE CORPORATION,1
1970,SUPERIOR COACH DIV,2
1970,Skyline Corporation,1
1970,"Subaru of America, Inc.",1
1970,Toyota Motor Corporation,5
1970,UNIROYAL GOODRICH TIRE CO,2
1970,"Volkswagen Group of America, Inc.",8
1970,"Volvo Car USA, LLC",4
1970,WHITE MOTOR CORPORATION,5
1971,"ALFA ROMEO, INCORPORATED",1
1971,"AMERICAN TRAILERS, INC.",1
1971,"AUSTIN ROVER CARS NA, INC",2
1971,AVANTI MOTOR CORPORATION,1
1971,BEATRICE FOODS COMPANY,1
1971,"BMW of North America, LLC",2
1971,BOISE CASCADE,2
1971,BROCKWAY MOTOR TRUCKS,1
1971,BUS & TRUCK SUPPLY CO.,1
1971,BUTLER MANUFACTURING CO.,2
1971,Blue Bird Body Company,1
1971,CALIFORNIA CAMPER MFR.,2
1971,CHRYSLER CORP-OVERSEAS,1
1971,CITROEN CARS CORPORATION,1
1971,CLARK EQUIP. COMPANY,3
1971,COOK BROS. EQUIP. COMPANY,1
1971,"Chrysler (FCA US, LLC)",36
1971,Cooper Tire & Rubber Co.,5
1971,DAIRY EQUIP. COMPANY,1
1971,DAYTON STEEL FOUNDRY CO.,1
1971,"DETOMASO OF AMERICA, INC.",3
1971,"Dakota Manufacturing Co., Inc.",1
1971,ERNEST HOLMES COMPANY,1
1971,"EXCEL TRAILER CO., INC.",1
1971,EXPLORER MOTOR HOME CORP.,1
1971,"FIAT MOTORS OF N.A., INC.",1
1971,"FLEETWOOD ENTERPRISES, INC.",3
1971,FREIGHTLINER LLC,2
1971,FRUEHAUF CORPORATION,2
1971,Ford Motor Company,18
1971,GATES,1
1971,GEN MTRS CORP-OVERSEAS,1
1971,GENERAL TIRE & RUBBER CO.,1
1971,GRUMMAN FLXIBLE CORP.,1
1971,"General Motors, LLC",17
1971,Goodyear Tire & Rubber Company,2
1971,Great Dane Trailers,3
1971,"HALE TRAILER SALES, INC.",1
1971,"HIGHWAY TRAILER IND.,INC.",1
1971,HOLIDAY RAMBLER CORP.,1
1971,"HORIZON ENT., INC.",1
1971,Harley-Davidson Motor Company,6
1971,Honda (American Honda Motor Co.),2
1971,INTERNATIONAL TRUCK & ENGINE CORPORATION,17
1971,JAGUAR ROVER TRIUMPH INC.,7
1971,"JENSEN MOTORS, INC.",1
1971,"Jaguar Cars, Ltd.",1
1971,KAYOT,1
1971,"Lufkin Industries, Inc.",1
1971,MALLARD COACH CORP.,1
1971,MANSFIELD,1
1971,MANSFIELD TIRE & RUBBER C,1
1971,"Mack Trucks, Inc.",8
1971,Mazda North American Operations,2
1971,"Mercedes-Benz USA, LLC",5
1971,Motor Coach Industries,1
1971,NATIONAL MOTOR COACH CO.,1
1971,NORTON/TRIUMPH CORP.,2
1971,"OASIS TRAVEL PROD., INC.",1
1971,OPEN ROAD IND.,1
1971,OUTBOARD MARINE CORP.,1
1971,Oshkosh Corporation,2
1971,PACCAR Incorporated,5
1971,PETERBILT MOTOR COMPANY,2
1971,"PRF INDUSTRIES, INC.",2
1971,"PROGRESS IND., INC.",1
1971,"Porsche Cars North America, Inc.",2
1971,"RECREATION & SPORTS, INC",1
1971,"RECTRANS, INCORPORATED",2
1971,ROPER CORPORATION,1
1971,"Rolls-Royce Motor Cars, Ltd.",1
1971,"SAAB CARS USA, INC.",3
1971,"SEAGRAVE FIRE APP., INC.",1
1971,SHELLER-GLOBE CORPORATION,1
1971,STARCRAFT COMPANY,3
1971,"Specialty Tires of America, Inc.",1
1971,TRAVEL EQUIPMENT CORP.,1
1971,TRAVOY CORP.,1
1971,TVR ENGINEERING LIMITED,1
1971,Toyota Motor Corporation,1
1971,Trailmobile Canada Limited,3
1971,UNIROYAL GOODRICH TIRE CO,5
1971,"Volkswagen Group of America, Inc.",8
1971,"Volvo Car USA, LLC",3
1971,WHEEL CAMPER CORP.,1
1971,WHITE MOTOR CORPORATION,8
1971,WILLIAMSEN BODY&EQUIP.CO.,1
1971,"Winnebago Industries, Inc.",2
1972,ACME TRK BODY & HOIST CO.,1
1972,"ALFA ROMEO, INCORPORATED",3
1972,ALLIED TNK TRK EQUIP CO.,1
1972,ALLSTATE TRAILER SALES,1
1972,AM GENERAL LLC,2
1972,AM HOIST & DERRICK CO.,1
1972,AMERICAN LAFRANCE LLC,1
1972,AROS MANUFACTURING CO.,1
1972,"ARROW TRAILERS, INC.",1
1972,ASPEN COACH CORPORATION,1
1972,AUTO MATE REC. PRODUCTS,1
1972,Aluma KLM,1
1972,BEATRICE FOODS COMPANY,2
1972,BELL MFG. CORPORATION,1
1972,BENDIX CORPORATION,1
1972,BOISE CASCADE,2
1972,BROCKWAY MOTOR TRUCKS,3
1972,BROKKSTONE COMPANY,1
1972,"Battle Motors, Inc.",1
1972,Blue Bird Body Company,3
1972,"Buck Dandy Co., Inc.",1
1972,C.E. HOWARD CORP.,1
1972,"CABANA COACH CORPORATION,",1
1972,"CALLAHAN ENG. CO., INC.",1
1972,CARDINAL MFG. CO.,1
1972,CHECKER MOTORS CORP.,1
1972,CHINOOK MOBIL LODGE CO.,1
1972,CLARK EQUIP. COMPANY,1
1972,CLOUGH EQUIP. COMPANY,1
1972,COPCO STEEL & ENG. CO.,1
1972,CORDER MANUFACTURING COMP,1
1972,"COSCO, INC.",1
1972,"COX TRAILERS, INC.",1
1972,CROWN COACH CORPORATION,1
1972,"CUSTOM TRAILERS, INC.",1
1972,"Chrysler (FCA US, LLC)",33
1972,Cooper Tire & Rubber Co.,1
1972,DEXTER AXLE,1
1972,"DIAMOND REO TRUCKS, INC.",3
1972,DORSEY CORPORATION,2
1972,DURHAM MFG. COMPANY,1
1972,"EXCEL TRAILER CO., INC.",1
1972,"FIAT MOTORS OF N.A., INC.",1
1972,FIVE FILER BROTHERS,1
1972,"FLEETWOOD ENTERPRISES, INC.",2
1972,FRANK INDUSTRIES,1
1972,FREIGHTLINER LLC,3
1972,FRUEHAUF CORPORATION,2
1972,"FTEC, Inc.",1
1972,FWD CORPORATION,1
1972,Ford Motor Company,19
1972,GIL-MAR WELDING CORP.,1
1972,GINDY MFG. CORP.,1
1972,GLOBE FABRICATORS,1
1972,GOLAY & COMPANY,2
1972,GRUMMAN FLXIBLE CORP.,2
1972,"General Motors, LLC",32
1972,Goodyear Tire & Rubber Company,1
1972,HADCO-SHERWOOD TRAILERS,1
1972,HEAFNER,1
1972,HENDRICKSON MFG. CO.,1
1972,HOLIDAY RAMBLER CORP.,1
1972,Harley-Davidson Motor Company,4
1972,Heil Company,2
1972,INTERNATIONAL TRUCK & ENGINE CORPORATION,14
1972,JACK A. HELMS CO.,1
1972,JAGUAR ROVER TRIUMPH INC.,8
1972,JOINES BODY CO.,1
1972,"Jaguar Cars, Ltd.",1
1972,"KERSHAW CO., INC.",1
1972,"KEYSTONE, INC.",1
1972,KILGORE IND.,1
1972,Kentucky Manufacturing Co.,2
1972,LOFGREN MFG. COMPANY,1
1972,LUBBOCK MFG. CO.,1
1972,Land Rover,1
1972,"Lazy Daze, Inc.",1
1972,"Lufkin Industries, Inc.",2
1972,MAXIM MOTOR DIVISION,1
1972,MCCABE POWERS BODY CO.,1
1972,MIDWEST SRVC & SUPPLY CO.,1
1972,MILLER WLDNG & MCHN WORKS,1
1972,MOBIL SCOUT MFR. CORP.,1
1972,"MOBIL TRAVELER, INC.",1
1972,MONTGOMERY WARD & CO.,1
1972,"MOTAC, INCORPORATED",1
1972,MOTOR WHEEL CORP.,1
1972,"Mack Trucks, Inc.",10
1972,Mazda North American Operations,1
1972,"Mercedes-Benz USA, LLC",1
1972,Motor Coach Industries,1
1972,"NEWBERG TRAILERS, INC.",1
1972,"NIMROD, INCORPORATED",1
1972,"NYE IMPLEMENT CO., INC.",1
1972,Nelson Manufacturing Company,1
1972,"Nissan North America, Inc.",3
1972,OPEN ROAD IND.,2
1972,Oshkosh Corporation,3
1972,PACCAR Incorporated,1
1972,"PALM INDUSTRIES, INC.",1
1972,PEABODY GALION CORP.,1
1972,"PENNCO INDUSTRIES, INC.",1
1972,PERFECTION/COBEY COMPANY,1
1972,PETER PIRSCH & SONS CO.,1
1972,PETERBILT MOTOR COMPANY,2
1972,"PEUGEOT, INC.",2
1972,"PRF INDUSTRIES, INC.",1
1972,PRIDE TRIMBLE CORPORATION,1
1972,"Parker Trailer Sales, Inc.",1
1972,"Porsche Cars North America, Inc.",3
1972,"QUAKER CITY IRON WRKS,INC",1
1972,"RATCLIFF IND., INC.",1
1972,REDMAN WESTERN CORP.,1
1972,"REVCON, INCORPORATED",2
1972,"RITE-WAY, INC. OF INDIANA",1
1972,ROYAL INDUSTRIES,1
1972,"Rolls-Royce Motor Cars, Ltd.",1
1972,"SAAB CARS USA, INC.",2
1972,SANTA FE VANS,1
1972,SCOTT-GAFFNEY & CO.,1
1972,"SECURITY INDUSTRIES, INC.",1
1972,SHELLER-GLOBE CORPORATION,1
1972,SKYTOP RIG COMPANY,1
1972,SMITH TANK AND EQUIPMENT,1
1972,SO. TRUCK BODY CORP.,1
1972,"Strick Trailers, LLC",1
1972,"Subaru of America, Inc.",1
1972,"Suzuki Motor USA, LLC",1
1972,TECH WELD CORPORATION,1
1972,THEURER INC.,1
1972,"THOMAS BUILT BUSES, INC.",1
1972,"TIMBERLINE TRAILERS, INC.",1
1972,TRAVEL EQUIPMENT CORP.,2
1972,"TRAVEL INDUSTRIES, INC.",1
1972,"TRUCK PARTS & EQUIP.,INC.",1
1972,TRUCK TRAILER EQUIP. CO.,1
1972,TRUCKWELD EQUIP. CO.,1
1972,TUTTLE MFG. CO.,1
1972,Toyota Motor Corporation,2
1972,"Trail-Rite, Inc.",1
1972,Trailmobile Canada Limited,2
1972,UNIROYAL GOODRICH TIRE CO,1
1972,UNIVERSAL OIL PRODUCTS CO,1
1972,Utility Trailer Manufacturing Company,1
1972,"VEENEMA & WIEGERS, INC.",1
1972,VISTA INTERNATIONAL CORP.,1
1972,"VULCAN TRLR. MFG. CO.,INC",1
1972,Vanguard National Trailer Corporation,1
1972,"Volkswagen Group of America, Inc.",8
1972,"Volvo Car USA, LLC",3
1972,"WALKER STNLS.EQUIP.CO,INC",1
1972,WALLSTRONG MFG. CO.,1
1972,WELD-IT COMPANY,1
1972,WHEEL CAMPER CORP.,1
1972,WHITE MOTOR CORPORATION,11
1972,WICK BUILDING SYSTEMS,1
1972,"WILCO, INC.",1
1972,"WILLIAMS CRAFT, INC.",2
1972,"WILLIAMS MFG. CO., INC.",1
1972,WILLIAMSEN BODY&EQUIP.CO.,1
1972,"Winnebago Industries, Inc.",2
1972,YOUNG FIRE EQUIP. CORP.,1
1972,YOUNG TRAILER & MFG. CO.,1
1973,"ALFA ROMEO, INCORPORATED",1
1973,AM GENERAL LLC,2
1973,"AMERICAN TRAILERS, INC.",1
1973,ARMSTRONG RUBBER CO.,1
1973,"ATLAS COPCO N.A., INC",2
1973,"AUSTIN ROVER CARS NA, INC",3
1973,"Altec Industries, Inc.",1
1973,Atwood Mobile Products,1
1973,"BABYHOOD INDUSTRIES, INC.",1
1973,BANNER HOMES CORPORATION,1
1973,"BARTH, INCORPORATED",1
1973,"BMW of North America, LLC",2
1973,"BOLES-AERO, INCORPORATED",1
1973,BROCKWAY MOTOR TRUCKS,1
1973,"BROUGHAM INDUSTRIES, INC.",1
1973,BUTLER MANUFACTURING CO.,1
1973,"Battle Motors, Inc.",2
1973,Blue Bird Body Company,2
1973,"CABANA COACH CORPORATION,",2
1973,CAVALIER MFG. CO.,1
1973,CHECKER MOTORS CORP.,1
1973,CHINOOK MOBIL LODGE CO.,2
1973,COMPTON TRUCK & EQUIP. CO,1
1973,CONTINENTAL TRAILER,1
1973,"Chrysler (FCA US, LLC)",20
1973,Cooper Tire & Rubber Co.,5
1973,DAYTON STEEL FOUNDRY CO.,1
1973,DI GIORGIO LEISURE PROD.,1
1973,"DIAMOND REO TRUCKS, INC.",1
1973,DURA,1
1973,ERNEST HOLMES COMPANY,1
1973,"EXECUTIVE IND., INC.",2
1973,Eldorado National-Kansas,1
1973,"FIAT MOTORS OF N.A., INC.",1
1973,FIRESTONE STEEL PROD. CO.,1
1973,FIRESTONE TIRE & RUBBER CO.,2
1973,FLARE MFG. INC.,1
1973,"FLEETWOOD ENTERPRISES, INC.",1
1973,FMC CORPORATION,2
1973,FREIGHTLINER LLC,4
1973,FRUEHAUF CORPORATION,1
1973,FULDA TIRE COMPANY,1
1973,FWD CORPORATION,2
1973,Ford Motor Company,20
1973,"G.H. HICKS & SONS, INC.",1
1973,GATES,1
1973,GEN MTRS CORP-OVERSEAS,1
1973,"GENERAL TRAILER CO., INC.",1
1973,"GEORGIE BOY MFG., LLC",1
1973,GINDY MFG. CORP.,1
1973,GROVE MFG. CO.,1
1973,GRUMMAN FLXIBLE CORP.,4
1973,"General Motors, LLC",21
1973,"Gillig, LLC",2
1973,Goodyear Tire & Rubber Company,3
1973,HILL MFG. COMPANY,1
1973,"HPA MONON TRAILER, INC.",1
1973,HYSTER COMPANY,1
1973,Harley-Davidson Motor Company,5
1973,Heil Company,1
1973,Honda (American Honda Motor Co.),1
1973,"IDEAL OF IDAHO, INC.",1
1973,INTERNATIONAL TRUCK & ENGINE CORPORATION,21
1973,JAGUAR ROVER TRIUMPH INC.,3
1973,"JENSEN MOTORS, INC.",1
1973,KAYOT,1
1973,KELSEY-HAYES COMPANY,1
1973,"MOBIL TRAVELER, INC.",1
1973,"MUFFLERS,",1
1973,"Mack Trucks, Inc.",5
1973,"Mercedes-Benz USA, LLC",4
1973,Motor Coach Industries,1
1973,"NIMROD, INCORPORATED",1
1973,"Nissan North America, Inc.",1
1973,OPEN ROAD IND.,4
1973,PACCAR Incorporated,1
1973,PETERBILT MOTOR COMPANY,3
1973,"PEUGEOT, INC.",3
1973,PIKE TRAILER COMPANY,1
1973,POINTER WILLIAMETTE TRLR.,1
1973,"PREVOST CAR, INC. Inactive",1
1973,"PRF INDUSTRIES, INC.",2
1973,"Porsche Cars North America, Inc.",4
1973,QUESTOR JUVENILE FURNITURE CO.,1
1973,RAYMOND UTILITY TRAILERS,1
1973,"RECTRANS, INCORPORATED",1
1973,"REXNORD, INC.",1
1973,"Rolls-Royce Motor Cars, Ltd.",1
1973,SANTA FE VANS,1
1973,SHASTA INDUSTRIES,1
1973,SHELLER-GLOBE CORPORATION,3
1973,SPORTSCOACH OF AMER.,2
1973,STARCRAFT COMPANY,4
1973,STREAMLINE/GUERDON DIV.,2
1973,SUBURBAN,1
1973,Shyft Group,1
1973,Skyline Corporation,1
1973,"Strick Trailers, LLC",1
1973,"Subaru of America, Inc.",1
1973,THOMPSON TANK & MFG. CO.,1
1973,"TIMBERLINE TRAILERS, INC.",1
1973,TOYO TIRES U.S.A. CORP,1
1973,"TRANSPORT TRAILERS, INC.",1
1973,TRAVEL EQUIPMENT CORP.,1
1973,"TRAVELEZE INDUSTRIES, INC.",1
1973,TRAVOY CORP.,3
1973,"Timpte, Inc.",1
1973,UNIROYAL GOODRICH TIRE CO,1
1973,VESELY COMPANY,1
1973,"Volkswagen Group of America, Inc.",12
1973,"Volvo Car USA, LLC",2
1973,WHEEL CAMPER CORP.,1
1973,WHITE MOTOR CORPORATION,12
1973,WILLIAMSEN BODY&EQUIP.CO.,1
1973,WINTER WELDING & MACHINE,1
1973,"Winnebago Industries, Inc.",1
1973,"YELLOWSTONE, INC.",1
1974,AIR-O-MATIC PWR STRNG CO.,1
1974,ALCOA AL. CO. OF AMER.,1
1974,"ALFA ROMEO, INCORPORATED",1
1974,"ALOUETTE REC PRODUCTS,INC",4
1974,AM GENERAL LLC,5
1974,AMERICAN LAFRANCE LLC,1
1974,"AMERICAN TRAILERS, INC.",2
1974,APPLEBY MANUFACTURING CO.,1
1974,ARMSTRONG RUBBER CO.,3
1974,AROS MANUFACTURING CO.,1
1974,ASHDOWN MFG. CORP.,1
1974,"ATLAS COPCO N.A., INC",3
1974,AUTO SPECIALTIES MFG. CO.,1
1974,AVCO CORPORATION,2
1974,AXLE & EQUIP. SALES CO.,1
1974,BEATRICE FOODS COMPANY,1
1974,BENDIX CORPORATION,1
1974,BETHLEHEM FABRICATORS,1
1974,"BIRMINGHAM MFG. CO., INC.",1
1974,"BMW of North America, LLC",1
1974,BROCKWAY MOTOR TRUCKS,1
1974,"Battle Motors, Inc.",1
1974,Blue Bird Body Company,3
1974,CHAMPION HOME BLDR. CO.,1
1974,CHECKER MOTORS CORP.,2
1974,CHINOOK MOBIL LODGE CO.,1
1974,CLARK EQUIP. COMPANY,3
1974,"COLEMAN CO., INC.",1
1974,COMET CORPORATION,1
1974,"CONCO, INCORPORATED",2
1974,"Carriage, Inc.",1
1974,Carrier Corporation,1
1974,"Chrysler (FCA US, LLC)",20
1974,Cooper Tire & Rubber Co.,2
1974,DAYTON STEEL FOUNDRY CO.,2
1974,DEXTER AXLE,1
1974,"DIAMOND REO TRUCKS, INC.",1
1974,DORSEY CORPORATION,1
1974,"Dakota Manufacturing Co., Inc.",1
1974,EIS BRAKE PARTS,1
1974,"EXECUTIVE IND., INC.",1
1974,Eldorado National-Kansas,1
1974,FALCON TIRES,1
1974,"FIAT MOTORS OF N.A., INC.",4
1974,FIRESTONE STEEL PROD. CO.,1
1974,FIRESTONE TIRE & RUBBER CO.,3
1974,"FLEETWOOD ENTERPRISES, INC.",2
1974,FRANK INDUSTRIES,1
1974,FREIGHTLINER LLC,7
1974,FRUEHAUF CORPORATION,2
1974,"FTEC, Inc.",1
1974,FWD CORPORATION,1
1974,Ford Motor Company,21
1974,GANS,1
1974,GENERAL TIRE & RUBBER CO.,2
1974,"General Motors, LLC",25
1974,Goodyear Tire & Rubber Company,2
1974,Great Dane Trailers,1
1974,HENDRICKSON MFG. CO.,1
1974,HOOVER BALL & BEARING CO.,1
1974,HYSTER COMPANY,1
1974,Harley-Davidson Motor Company,3
1974,Hercules Enterprises,1
1974,Honda (American Honda Motor Co.),2
1974,INTERNATIONAL TRUCK & ENGINE CORPORATION,12
1974,"J&L TANK, INC.",1
1974,JAGUAR ROVER TRIUMPH INC.,3
1974,"JENSEN MOTORS, INC.",2
1974,"JUNO IND., INC.",1
1974,KATTLE KING TRAILER CO.,2
1974,KELLY SPRINGFIELD TIRE CO,2
1974,KELSEY-HAYES COMPANY,1
1974,"KROWN MFG. CO., INC.",1
1974,MANSFIELD,1
1974,MANSFIELD TIRE & RUBBER C,1
1974,MATLOCK TRK BODY&TRLR CO.,1
1974,MODULAR AMBULANCE CORP.,1
1974,"Mack Trucks, Inc.",13
1974,Mazda North American Operations,2
1974,"Mercedes-Benz USA, LLC",2
1974,NORTON/TRIUMPH CORP.,3
1974,Newell Coach Corp.,1
1974,"Nissan North America, Inc.",1
1974,OPEN ROAD IND.,1
1974,Oshkosh Corporation,1
1974,PACCAR Incorporated,1
1974,PATHFINDER AUTO LAMP CO.,1
1974,PETERBILT MOTOR COMPANY,7
1974,"PEUGEOT, INC.",2
1974,"PREVOST CAR, INC. Inactive",1
1974,"PRF INDUSTRIES, INC.",1
1974,"PROCESS ENGINEERING, INC.",1
1974,"Porsche Cars North America, Inc.",1
1974,"RENAULT, INCORPORATED",1
1974,REX-STROLL-O-CHAIR,1
1974,"REXNORD, INC.",1
1974,ROGERS BROS. CORP.,1
1974,"ROMANOW ENTERPRISES, INC.",1
1974,"RUPP INDUSTRIES, INC.",2
1974,"Rolls-Royce Motor Cars, Ltd.",1
1974,"SAAB CARS USA, INC.",1
1974,"SEBRING-VANGUARD, INC.",1
1974,SEIBERLING TIRE & RUBBER,2
1974,SELLERS MANUFACTURING INC.,1
1974,SEMINOLE TRLR. MFG. CORP.,1
1974,SHELLER-GLOBE CORPORATION,3
1974,"SO.AMBULANCE BLDRS., INC.",1
1974,SPORTSCOACH OF AMER.,1
1974,STARCRAFT COMPANY,2
1974,STARDUST CRUISER MFG. CO.,1
1974,"STELLAR INDUSTRIES, INC.",1
1974,SUBURBAN,1
1974,SUPERIOR TRLR WORKS CORP.,2
1974,Skyline Corporation,1
1974,"TRANSPORT SYSTEMS, INC.",1
1974,"Timpte, Inc.",1
1974,UNIROYAL GOODRICH TIRE CO,6
1974,V/M Custom Boat Trailers,1
1974,"VULCAN TRLR. MFG. CO.,INC",1
1974,"Volkswagen Group of America, Inc.",3
1974,"Volvo Car USA, LLC",4
1974,WARNER ELEC. BRAKE/CLUTCH,1
1974,WHITE MOTOR CORPORATION,11
1974,Wilson Trailer Company,1
1974,"YELLOWSTONE, INC.",1
1975,AIMCO PRODUCTS INC.,2
1975,"ALFA ROMEO, INCORPORATED",1
1975,AM GENERAL LLC,4
1975,AMERICAN STEEL FOUNDRIES,2
1975,"AMERICAN TRAILERS, INC.",1
1975,ANSEN WHEEL CORP.,1
1975,"APOLLO MOTOR HOMES, INC.",1
1975,ARVINMERITOR AUTOMOTIVE,2
1975,"AUSTIN ROVER CARS NA, INC",1
1975,AXLE & EQUIP. SALES CO.,1
1975,BEVERLY MFG. CORPORATION,2
1975,BOYERTOWN AUTO BODY WORKS,1
1975,BRICKLIN VEHICLE CORP.,1
1975,BROCKWAY MOTOR TRUCKS,1
1975,"BROUGHAM INDUSTRIES, INC.",1
1975,BUTLER MANUFACTURING CO.,1
1975,Blue Bird Body Company,3
1975,CARGILE INC. (CUTTER),1
1975,CHAMPION HOME BLDR. CO.,1
1975,CHECKER MOTORS CORP.,2
1975,CLARK EQUIP. COMPANY,1
1975,"COBRA INDUSTRIES, INC.",1
1975,"COLEMAN CO., INC.",1
